given_lat,given_lon,distance,formatted,lat,lon,name,housenumber,street,postcode,suburb,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
47.7277,-121.962,7.606580830825786,"28232 NE 141st Place, Duvall, WA 98019, United States of America",47.727708,-121.961899,,28232,NE 141st Place,98019,,Duvall,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6648,-122.343,0,"1215 North 50th Street, Seattle, WA 98103, United States of America",47.664794799999996,-122.34299085,,1215,North 50th Street,98103,Wallingford,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3089,-122.21,0,"19 Pike Street Northeast, Auburn, WA 98002, United States of America",47.30887055,-122.20989608025717,,19,Pike Street Northeast,98002,Rivers Bend,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3343,-122.306,15.18647616180681,"29826 21st Avenue South, Federal Way, WA 98003, United States of America",47.3342784,-122.3057284747934,,29826,21st Avenue South,98003,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7025,-122.341,2.123095922096477,"10033 Interlake Avenue North, Seattle, WA 98133, United States of America",47.702428600000005,-122.34094990136157,,10033,Interlake Avenue North,98133,Greenwood,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5316,-122.233,21.207898793046787,"7814 79th Avenue SE, Mercer Island, WA 98040, United States of America",47.531551,-122.232727,,7814,79th Avenue SE,98040,,Mercer Island,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.3266,-122.169,0,"12840 Southeast 307th Place, Auburn, WA 98092, United States of America",47.32656540000001,-122.16896186668856,,12840,Southeast 307th Place,98092,Lea Hill,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3533,-122.166,6.588235485835088,"13105 Southeast 277th Place, Kent, WA 98030, United States of America",47.35331465,-122.16618933332859,,13105,Southeast 277th Place,98030,,Kent,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3739,-122.172,9.145349594101782,"12715 Southeast 254th Court, Kent, WA 98030, United States of America",47.37403755,-122.17204326271798,,12715,Southeast 254th Court,98030,White Horse Crossing,Kent,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3048,-122.218,3.601152127832161,"316 I Street Southeast, Auburn, WA 98002, United States of America",47.3047643,-122.2181073008573,,316,I Street Southeast,98002,Downtown,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6386,-122.36,0,"206 West Boston Street, Seattle, WA 98119, United States of America",47.6385335,-122.36001855242279,,206,West Boston Street,98119,Queen Anne,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6221,-122.314,0,"Moana Apartments, 1414 East Harrison Street, Seattle, WA 98112, United States of America",47.622122000000005,-122.31392557409481,Moana Apartments,1414,East Harrison Street,98112,Capitol Hill,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.695,-122.304,0,"2302 Northeast 91st Street, Seattle, WA 98115, United States of America",47.69498455,-122.30395744346478,,2302,Northeast 91st Street,98115,Wedgwood,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7073,-122.11,1.20101993468863,"17256 Northeast 119th Way, Redmond, WA 98052, United States of America",47.70727355,-122.10990276970863,,17256,Northeast 119th Way,98052,,Redmond,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5391,-122.07,12.09453522209121,"2180 NW Coyote Creek Lane, Issaquah, WA 98027, United States of America",47.539054,-122.069854,,2180,NW Coyote Creek Lane,98027,,Issaquah,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.7274,-122.357,2.028649540756327,"13435 Greenwood Avenue North, Seattle, WA 98133, United States of America",47.7274152,-122.356985,,13435,Greenwood Avenue North,98133,Broadview,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6823,-122.368,0.35848858534821343,"7326 9th Avenue Northwest, Seattle, WA 98117, United States of America",47.6822601,-122.3680475738604,,7326,9th Avenue Northwest,98117,Greenwood,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6889,-122.375,0,"1420 Northwest 83rd Street, Seattle, WA 98117, United States of America",47.68894245,-122.37499397387279,,1420,Northwest 83rd Street,98117,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4276,-122.157,1.1963243553635294,"19504 138th Avenue Southeast, Renton, WA 98058, United States of America",47.427485950000005,-122.15694400623423,,19504,138th Avenue Southeast,98058,Rock Creek,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6827,-122.31,8.351233557438585,"7349 17th Avenue Northeast, Seattle, WA 98115, United States of America",47.682686849999996,-122.31020369788844,,7349,17th Avenue Northeast,98115,Green Lake,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6621,-122.132,5.453189074026275,"15607 NE 62nd Court, Redmond, WA 98052, United States of America",47.662149,-122.131997,,15607,NE 62nd Court,98052,,Redmond,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6702,-122.362,0,"West Woodland Elementary School, 5601 4th Avenue Northwest, Seattle, WA 98107, United States of America",47.6704859,-122.362103,West Woodland Elementary School,5601,4th Avenue Northwest,98107,Phinney Ridge,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3341,-122.282,17.0442749014371,"29840 42nd Avenue South, Auburn, WA 98001, United States of America",47.333867999999995,-122.28195678342905,,29840,42nd Avenue South,98001,,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5301,-122.18,0,"8113 120th Place Southeast, Newcastle, WA 98056, United States of America",47.5301452,-122.18006038183516,,8113,120th Place Southeast,98056,,Newcastle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6145,-122.027,3.5627869566879125,"234th Place Northeast, Sammamish, WA 98074, United States of America",47.614515,-122.026958,,,234th Place Northeast,98074,,Sammamish,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.445,-122.347,0.3283823321574976,"853 Southwest 174th Street, Normandy Park, WA 98166, United States of America",47.44499655,-122.34721333097397,,853,Southwest 174th Street,98166,,Normandy Park,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6848,-122.016,3.6465268224069307,"9704 242nd Way Northeast, Union Hill-Novelty Hill, WA 98053, United States of America",47.6848165,-122.0158068105761,,9704,242nd Way Northeast,98053,Redmond Ridge East,Union Hill-Novelty Hill,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6413,-122.364,2.8430885709503024,"507 West Smith Street, Seattle, WA 98119, United States of America",47.6412373,-122.3641121955361,,507,West Smith Street,98119,Queen Anne,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4485,-122.175,1.7456123751571073,"12505 Southeast 172nd Street, Renton, WA 98058, United States of America",47.44855185,-122.17512655428177,,12505,Southeast 172nd Street,98058,,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7443,-121.977,4.97293129675248,"16073 270th Place Northeast, Duvall, WA 98019, United States of America",47.744309189663525,-121.97706508866756,,16073,270th Place Northeast,98019,,Duvall,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3066,-122.371,0,"2902 Southwest 330th Street, Federal Way, WA 98023, United States of America",47.30659405,-122.37105600000001,,2902,Southwest 330th Street,98023,Twin Lakes,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6194,-122.151,13.246916487136433,"1010 141st Place NE, Bellevue, WA 98007, United States of America",47.619363,-122.151168,,1010,141st Place NE,98007,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6796,-122.301,0,"7001 25th Avenue Northeast, Seattle, WA 98115, United States of America",47.67959085,-122.30101365139241,,7001,25th Avenue Northeast,98115,Ravenna,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4041,-122.451,4.537417812807185,"9129 SW Quartermaster Drive, Vashon, WA 98070, United States of America",47.404096,-122.45094,,9129,SW Quartermaster Drive,98070,,Vashon,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.4258,-122.322,7.356484931516989,"19626 10th Avenue South, Des Moines, WA 98148, United States of America",47.425795199999996,-122.3221550763637,,19626,10th Avenue South,98148,North Hill,Des Moines,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4934,-122.189,11.761865347687378,"663 Blaine Avenue Northeast, Renton, WA 98056, United States of America",47.49351955,-122.1892842436157,,663,Blaine Avenue Northeast,98056,Highlands Park,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6808,-122.384,0,"7040 22nd Avenue Northwest, Seattle, WA 98117, United States of America",47.680790849999994,-122.38402448351503,,7040,22nd Avenue Northwest,98117,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6989,-122.369,0,"9527 9th Avenue Northwest, Seattle, WA 98117, United States of America",47.6989118,-122.36908009766904,,9527,9th Avenue Northwest,98117,Crown Hill,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6571,-122.281,0.33737196926358354,"3848 43rd Avenue Northeast, Seattle, WA 98105, United States of America",47.65716365,-122.28098288077891,,3848,43rd Avenue Northeast,98105,Laurelhurst,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6597,-122.29,0.553690729795183,"3503 Northeast 43rd Street, Seattle, WA 98105, United States of America",47.659711,-122.29006483321234,,3503,Northeast 43rd Street,98105,,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3663,-122.114,0,"17025 Southeast 263rd Street, Covington, WA 98042, United States of America",47.366298,-122.113957,,17025,Southeast 263rd Street,98042,,Covington,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3663,-122.122,0,"16426 Southeast 263rd Street, Covington, WA 98042, United States of America",47.366318,-122.1219245,,16426,Southeast 263rd Street,98042,Stonefield,Covington,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.588,-122.116,11.15150953571112,"16664 SE 25th Street, Bellevue, WA 98008, United States of America",47.588025,-122.116144,,16664,SE 25th Street,98008,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.5059,-122.149,0,"1520 Ilwaco Avenue Northeast, Renton, WA 98059, United States of America",47.5059454,-122.14905364939341,,1520,Ilwaco Avenue Northeast,98059,Summerwind,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4336,-122.339,10.642135977826944,"233 Southwest 189th Place, Normandy Park, WA 98166, United States of America",47.433628049999996,-122.3392397587705,,233,Southwest 189th Place,98166,,Normandy Park,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4366,-122.335,25.09425745479818,"18443 Occidental Avenue South, Burien, WA 98148, United States of America",47.436586,-122.334667,,18443,Occidental Avenue South,98148,,Burien,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.4428,-122.344,12.236662102387776,"17551 6th Place Southwest, Normandy Park, WA 98166, United States of America",47.442958450000006,-122.34378995,,17551,6th Place Southwest,98166,,Normandy Park,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6765,-122.32,5.318243833608108,"8th Avenue Northeast, Seattle, WA 98015, United States of America",47.6765453,-122.3200716,8th Avenue Northeast,,8th Avenue Northeast,98015,Green Lake,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6113,-122.297,13.323251342265971,"942 27th Avenue, Seattle, WA 98122, United States of America",47.611289799999994,-122.2972529355987,,942,27th Avenue,98122,Madrona,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5747,-122.304,1.6469739746604484,"3214 22nd Avenue South, Seattle, WA 98144, United States of America",47.574667950000006,-122.30409184321483,,3214,22nd Avenue South,98144,Beacon Hill,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5815,-122.192,10.09988010703508,"3224 111th Avenue SE, Bellevue, WA 98004, United States of America",47.581563,-122.192097,,3224,111th Avenue SE,98004,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.3378,-122.257,5.086605843151099,"6110 South 295th Court, Auburn, WA 98001, United States of America",47.3378659,-122.2571421130651,,6110,South 295th Court,98001,,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3621,-122.11,0,"17235 Southeast 267th Place, Covington, WA 98042, United States of America",47.362107,-122.10988069135803,,17235,Southeast 267th Place,98042,,Covington,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6303,-122.215,0.5697453793232655,"2178 94th Avenue Northeast, Clyde Hill, WA 98004, United States of America",47.630298,-122.215007,,2178,94th Avenue Northeast,98004,,Clyde Hill,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6525,-122.16,27.752088975154464,"13355 NE 50th Street, Bellevue, WA 98005, United States of America",47.652513,-122.16037,,13355,NE 50th Street,98005,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.7362,-122.179,5.223145589381022,"12206 Northeast 149th Place, Kirkland, WA 98034, United States of America",47.7362885,-122.17895240359076,,12206,Northeast 149th Place,98034,,Kirkland,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7168,-122.287,0,"12042 38th Avenue Northeast, Seattle, WA 98125, United States of America",47.716775,-122.28693398572875,,12042,38th Avenue Northeast,98125,Lake City,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3608,-122.036,0.3402323757875892,"22840 Southeast 269th Street, Maple Valley, WA 98038, United States of America",47.3607412,-122.03595957557624,,22840,Southeast 269th Street,98038,Rock Creek Meadows,Maple Valley,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3511,-122.073,23.07825183812097,"27710 201st Avenue Southeast, Kent, WA 98042, United States of America",47.35112155,-122.07344638541667,,27710,201st Avenue Southeast,98042,Winterwood Estates,Kent,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5822,-121.987,15.4513505048919,"3022 263rd Place SE, Sammamish, WA 98075, United States of America",47.582201,-121.987206,,3022,263rd Place SE,98075,,Sammamish,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.6034,-122.125,4.6937624623590954,"16213 SE 7th Street, Bellevue, WA 98008, United States of America",47.60344,-122.12498,,16213,SE 7th Street,98008,,Bellevue,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.5636,-122.394,10.30431826984941,"4441 48th Avenue Southwest, Seattle, WA 98116, United States of America",47.56358005,-122.39377598851254,,4441,48th Avenue Southwest,98116,West Seattle,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7073,-122.34,16.681745034843576,"10710 Interlake Avenue North, Seattle, WA 98133, United States of America",47.7073041,-122.34034837691073,,10710,Interlake Avenue North,98133,Haller Lake,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.342,-122.025,37.307911223503226,"28844 237th Place SE, Black Diamond, WA 98010, United States of America",47.342008,-122.025495,,28844,237th Place SE,98010,,Black Diamond,King County,Washington,WA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
47.3512,-122.008,0.5096014395094585,"27989 Maple Ridge Way Southeast, Maple Valley, WA 98038, United States of America",47.351200500000004,-122.00787894999999,,27989,Maple Ridge Way Southeast,98038,Maple Woods,Maple Valley,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.349,-122.031,3.776832352325357,"28155 233rd Avenue Southeast, Maple Valley, WA 98038, United States of America",47.3490329,-122.03115723038351,,28155,233rd Avenue Southeast,98038,Rosewood Parke,Maple Valley,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5474,-122.291,6.542438942839179,"6018 32nd Avenue South, Seattle, WA 98118, United States of America",47.54747475,-122.29116424972267,,6018,32nd Avenue South,98118,Rainier Valley,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4811,-122.149,11.290974237413414,"14241 143rd Avenue Southeast, Renton, WA 98059, United States of America",47.4809818,-122.149228,,14241,143rd Avenue Southeast,98059,,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.7264,-122.31,1.7002303607399836,"1715 Northeast 135th Street, Seattle, WA 98165, United States of America",47.7264373,-122.3101297,,1715,Northeast 135th Street,98165,Lake City,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6337,-122.365,6.055345717844819,"6th Ave W & W Garfield St, Seattle, WA 98119, United States of America",47.633752,-122.365024,6th Ave W & W Garfield St,,,98119,Queen Anne,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.2909,-122.189,1.1511009352868822,"2020 Fir Street Southeast, Auburn, WA 98092, United States of America",47.29091065,-122.18888667621344,,2020,Fir Street Southeast,98092,Forrest Villa,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5228,-122.199,4.767408174307665,"3419 Meadow Avenue North, Renton, WA 98056, United States of America",47.5228339,-122.19887765,,3419,Meadow Avenue North,98056,Kennydale,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.518,-122.194,4.529423747371836,"2906 Kennewick Place Northeast, Renton, WA 98056, United States of America",47.5180322,-122.19386182035959,,2906,Kennewick Place Northeast,98056,Kennydale,Renton,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5394,-122.387,1.9144286283442502,"7106 California Avenue Southwest, Seattle, WA 98136, United States of America",47.5395543,-122.38696272505467,,7106,California Avenue Southwest,98136,Morgan Junction,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.2897,-122.372,0,"3002 Southwest 349th Place, Federal Way, WA 98023, United States of America",47.28970385,-122.372024944132,,3002,Southwest 349th Place,98023,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.6506,-122.391,0,"2650 West Bertona Street, Seattle, WA 98199, United States of America",47.65058915,-122.39092273843409,,2650,West Bertona Street,98199,Magnolia,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.322,-122.351,4.920824316041161,"31218 12th Avenue Southwest, Federal Way, WA 98023, United States of America",47.32204965,-122.35087440000001,,31218,12th Avenue Southwest,98023,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.687,-122.386,0.09152338540249005,"8002 Jones Avenue Northwest, Seattle, WA 98117, United States of America",47.68697105,-122.38613809063447,,8002,Jones Avenue Northwest,98117,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.687,-122.386,0.09152338540249005,"8002 Jones Avenue Northwest, Seattle, WA 98117, United States of America",47.68697105,-122.38613809063447,,8002,Jones Avenue Northwest,98117,Ballard,Seattle,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.5873,-122.249,4.158898901902702,"2688 64th Avenue Southeast, Mercer Island, WA 98040, United States of America",47.587295245481634,-122.24894499590468,,2688,64th Avenue Southeast,98040,McGilvra,Mercer Island,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3576,-122.277,2.950648458843283,"4419 South 272nd Street, Auburn, WA 98032, United States of America",47.35753085,-122.27701280403996,,4419,South 272nd Street,98032,Cambridge East,Auburn,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.3036,-122.378,9.11590646799592,"33209 36th Avenue Southwest, Federal Way, WA 98023, United States of America",47.303609550000004,-122.37781355676036,,33209,36th Avenue Southwest,98023,,Federal Way,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4109,-121.958,0,"21315 290th Avenue Southeast, Maple Valley, WA 98038, United States of America",47.4109105,-121.95802599999999,,21315,290th Avenue Southeast,98038,,Maple Valley,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47.4838,-121.714,5.861864596151137,"12711 470th Avenue Southeast, North Bend, WA 98045, United States of America",47.48378995,-121.71381244801898,,12711,470th Avenue Southeast,98045,Riverpoint,North Bend,King County,Washington,WA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
