date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,year_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,city,year,month,day
2014-05-14,385000.0,4,1.75,1620,4980.0,1.0,0,0,4,7,760,1947,0,98133,47.7025,-122.341,1400,4980,Seattle,2014,5,14
2014-08-26,2000000.0,3,2.75,3050,44867.0,1.0,0,4,3,9,720,1968,0,98040,47.5316,-122.233,4110,20336,Mercer Island,2014,8,26
2014-07-03,285000.0,5,2.5,2270,6300.0,2.0,0,0,3,8,0,1995,0,98092,47.3266,-122.169,2240,7005,Auburn,2014,7,3
2014-05-16,252700.0,2,1.5,1070,9643.0,1.0,0,0,3,7,0,1985,0,98030,47.3533,-122.166,1220,8386,Kent,2014,5,16
2014-11-20,329000.0,3,2.25,2450,6500.0,2.0,0,0,4,8,0,1985,0,98030,47.3739,-122.172,2200,6865,Kent,2014,11,20
2014-11-03,233000.0,3,2.0,1710,4697.0,1.5,0,0,5,6,0,1941,0,98002,47.3048,-122.218,1030,4705,Auburn,2014,11,3
2014-06-26,937000.0,3,1.75,2450,2691.0,2.0,0,0,3,8,700,1915,0,98119,47.6386,-122.36,1760,3573,Seattle,2014,6,26
2014-12-01,667000.0,3,1.0,1400,1581.0,1.5,0,0,5,8,0,1909,0,98112,47.6221,-122.314,1860,3861,Seattle,2014,12,1
2014-06-24,438000.0,3,1.75,1520,6380.0,1.0,0,0,3,7,730,1948,0,98115,47.695,-122.304,1520,6235,Seattle,2014,6,24
2015-03-02,719000.0,4,2.5,2570,7173.0,2.0,0,0,3,8,0,2005,0,98052,47.7073,-122.11,2630,6026,Redmond,2015,3,2
2014-11-10,580500.0,3,2.5,2320,3980.0,2.0,0,0,3,8,0,2003,0,98027,47.5391,-122.07,2580,3980,Issaquah,2014,11,10
2014-12-01,280000.0,2,1.5,1190,1265.0,3.0,0,0,3,7,0,2005,0,98133,47.7274,-122.357,1390,1756,Seattle,2014,12,1
2014-06-24,687500.0,4,1.75,2330,5000.0,1.5,0,0,4,7,820,1929,0,98117,47.6823,-122.368,1460,5000,Seattle,2014,6,24
2014-11-10,535000.0,3,1.0,1090,3000.0,1.5,0,0,4,8,0,1929,0,98117,47.6889,-122.375,1570,5080,Seattle,2014,11,10
2014-12-03,322500.0,4,2.75,2060,6659.0,1.0,0,0,3,7,780,1981,0,98058,47.4276,-122.157,2020,8720,Renton,2014,12,3
2014-06-13,696000.0,3,2.5,2300,3060.0,1.5,0,0,3,8,790,1930,2002,98115,47.6827,-122.31,1590,3264,Seattle,2014,6,13
2014-05-28,550000.0,4,1.0,1660,34848.0,1.0,0,0,1,5,730,1933,0,98052,47.6621,-122.132,2160,11467,Redmond,2014,5,28
2014-12-30,640000.0,4,2.0,2360,6000.0,2.0,0,0,4,8,0,1904,0,98107,47.6702,-122.362,1730,4700,Seattle,2014,12,30
2015-02-13,240000.0,4,1.0,1220,8075.0,1.0,0,0,2,7,330,1969,0,98001,47.3341,-122.282,1290,7800,Auburn,2015,2,13
2014-06-20,605000.0,4,2.5,2620,7553.0,2.0,0,0,3,8,0,1996,0,98056,47.5301,-122.18,2620,11884,Newcastle,2014,6,20
2014-07-15,625000.0,4,2.5,2570,5520.0,2.0,0,0,3,9,0,2000,0,98074,47.6145,-122.027,2470,5669,Sammamish,2014,7,15
2014-08-11,775000.0,4,2.25,4220,24186.0,1.0,0,0,3,8,1620,1984,0,98166,47.445,-122.347,2410,30617,Normandy Park,2014,8,11
2014-07-07,861990.0,5,2.75,3595,5639.0,2.0,0,0,3,9,0,2014,0,98053,47.6848,-122.016,3625,5639,Union Hill-Novelty Hill,2014,7,7
2014-10-28,685000.0,3,1.0,1570,2280.0,2.0,0,0,3,7,0,1922,0,98119,47.6413,-122.364,1580,2640,Seattle,2014,10,28
2014-07-29,309000.0,3,1.0,1280,9656.0,1.0,0,0,4,6,360,1959,0,98058,47.4485,-122.175,1340,8808,Renton,2014,7,29
2014-07-18,488000.0,3,2.5,3160,13603.0,2.0,0,0,3,8,0,2003,0,98019,47.7443,-121.977,3050,9232,Duvall,2014,7,18
2015-03-25,210490.0,3,1.0,990,8528.0,1.0,0,0,3,6,0,1966,0,98023,47.3066,-122.371,1228,8840,Federal Way,2015,3,25
2014-07-16,785000.0,4,2.5,2290,13416.0,2.0,0,0,4,9,0,1981,0,98007,47.6194,-122.151,2680,13685,Bellevue,2014,7,16
2015-04-28,450000.0,3,1.75,1250,5963.0,1.0,0,0,4,7,0,1953,0,98115,47.6796,-122.301,970,5100,Seattle,2015,4,28
2015-03-11,1350000.0,3,2.5,2753,65005.0,1.0,1,2,5,9,588,1953,0,98070,47.4041,-122.451,2680,72513,Vashon,2015,3,11
2014-09-16,228000.0,3,1.0,1190,9199.0,1.0,0,0,3,7,0,1955,0,98148,47.4258,-122.322,1190,9364,Des Moines,2014,9,16
2015-02-17,345000.0,5,2.5,3150,9134.0,1.0,0,0,4,8,1510,1966,0,98056,47.4934,-122.189,1990,9133,Newcastle,2015,2,17
2014-12-31,600000.0,3,1.75,1410,4080.0,1.0,0,0,4,7,410,1950,0,98117,47.6808,-122.384,1410,4080,Seattle,2014,12,31
2015-02-05,585000.0,2,1.75,1980,8550.0,1.0,0,0,3,7,990,1981,0,98117,47.6989,-122.369,1480,6738,Seattle,2015,2,5
2015-03-03,920000.0,5,2.25,2730,6000.0,1.5,0,0,3,8,600,1927,0,98105,47.6571,-122.281,2730,6000,Seattle,2015,3,3
2014-05-12,885000.0,4,2.5,2830,5000.0,2.0,0,0,3,9,0,1995,0,98105,47.6597,-122.29,1950,5000,Seattle,2014,5,12
2014-08-19,292500.0,4,2.5,2250,4495.0,2.0,0,0,3,7,0,2008,0,98042,47.3663,-122.114,2250,4500,Covington,2014,8,19
2015-04-07,301000.0,3,2.5,2420,4750.0,2.0,0,0,3,8,0,2003,0,98042,47.3663,-122.122,2690,4750,Covington,2015,4,7
2014-08-27,951000.0,5,3.25,3250,14342.0,2.0,0,4,4,8,0,1968,0,98008,47.588,-122.116,2960,11044,Bellevue,2014,8,27
2015-02-23,430000.0,4,3.0,1850,9976.0,2.0,0,0,3,8,0,1991,0,98059,47.5059,-122.149,2270,8542,Renton,2015,2,23
2014-12-10,650000.0,3,2.25,2150,21235.0,1.0,0,3,4,8,560,1959,0,98166,47.4336,-122.339,2570,18900,Normandy Park,2014,12,10
2014-08-28,289000.0,3,1.75,1260,8400.0,1.0,0,0,3,7,0,1954,0,98148,47.4366,-122.335,1290,8750,Des Moines,2014,8,28
2014-10-21,505000.0,3,1.75,2519,8690.0,2.0,0,0,5,8,0,1973,0,98166,47.4428,-122.344,2500,9500,Normandy Park,2014,10,21
2014-12-07,549000.0,3,1.75,1540,1044.0,3.0,0,0,3,8,0,2014,0,98115,47.6765,-122.32,1580,3090,Seattle,2014,12,7
2014-06-03,425000.0,3,2.25,1660,6000.0,1.0,0,0,3,7,550,1979,0,98122,47.6113,-122.297,1440,4080,Seattle,2014,6,3
2014-11-20,317625.0,3,2.75,2770,3809.0,1.5,0,0,5,7,1000,1925,0,98144,47.5747,-122.304,1440,4000,Seattle,2014,11,20
2014-09-09,975000.0,4,2.5,2720,11049.0,2.0,0,0,3,10,0,1989,0,98004,47.5815,-122.192,2750,11049,Bellevue,2014,9,9
2014-10-09,287000.0,4,2.5,2240,4648.0,2.0,0,0,3,7,0,2005,0,98001,47.3378,-122.257,2221,4557,Auburn,2014,10,9
2014-08-25,204000.0,3,1.0,1000,12070.0,1.0,0,0,4,7,0,1968,0,98042,47.3621,-122.11,1010,12635,Covington,2014,8,25
2014-06-12,1325000.0,5,2.25,3200,20158.0,1.0,0,0,3,8,1600,1965,0,98004,47.6303,-122.215,3390,20158,Bellevue,2014,6,12
2014-09-12,1040000.0,5,3.25,4770,50094.0,1.0,0,0,4,11,1700,1973,0,98005,47.6525,-122.16,3530,38917,Bellevue,2014,9,12
2015-01-05,325000.0,3,2.0,1260,5612.0,1.0,0,0,4,7,0,1972,0,98034,47.7362,-122.179,1640,4745,Kirkland,2015,1,5
2014-06-10,571000.0,4,2.0,2750,7807.0,1.5,0,0,5,7,500,1916,0,98125,47.7168,-122.287,1510,7807,Seattle,2014,6,10
2014-07-10,360000.0,4,2.5,2380,5000.0,2.0,0,0,3,8,0,2005,0,98038,47.3608,-122.036,2420,5000,Maple Valley,2014,7,10
2015-03-16,349000.0,3,1.75,1790,50529.0,1.0,0,0,5,7,700,1965,0,98042,47.3511,-122.073,1940,50529,Covington,2015,3,16
2014-11-05,832500.0,4,4.0,3430,35102.0,2.0,0,0,4,10,1040,1986,0,98075,47.5822,-121.987,3240,35020,Sammamish,2014,11,5
2014-10-13,380000.0,4,1.75,1760,7300.0,1.0,0,0,3,7,880,1956,0,98008,47.6034,-122.125,1680,7500,Bellevue,2014,10,13
2015-04-20,480000.0,3,1.0,1040,5060.0,1.0,0,0,3,7,0,1941,0,98116,47.5636,-122.394,890,5060,Seattle,2015,4,20
2014-06-09,410000.0,3,1.0,1410,5060.0,1.0,0,0,4,7,500,1956,0,98133,47.7073,-122.34,1130,5693,Seattle,2014,6,9
2015-03-23,720000.0,4,2.5,3450,39683.0,2.0,0,0,3,10,0,2002,0,98010,47.342,-122.025,3350,39750,Black Diamond,2015,3,23
2014-12-02,390000.0,3,2.5,2350,5100.0,2.0,0,0,3,8,0,2003,0,98038,47.3512,-122.008,2350,5363,Maple Valley,2014,12,2
2014-12-22,360000.0,4,2.5,1900,5889.0,2.0,0,0,3,7,0,1992,0,98038,47.349,-122.031,1870,6405,Maple Valley,2014,12,22
2014-10-28,355000.0,2,1.0,2020,6720.0,1.0,0,0,3,7,1010,1948,0,98118,47.5474,-122.291,1720,6720,Seattle,2014,10,28
2015-01-28,356000.0,3,1.5,1680,8712.0,1.0,0,0,3,8,0,1964,0,98059,47.4811,-122.149,1850,8797,Renton,2015,1,28
2014-06-02,315000.0,3,1.0,960,6634.0,1.0,0,0,3,6,0,1952,0,98125,47.7264,-122.31,1570,7203,Seattle,2014,6,2
2014-11-14,940000.0,3,1.5,2140,3600.0,2.0,0,0,3,9,240,1925,0,98119,47.6337,-122.365,2020,4800,Seattle,2014,11,14
2014-11-03,305000.0,5,2.25,2660,8400.0,1.5,0,0,5,7,0,1961,0,98092,47.2909,-122.189,1590,8165,Auburn,2014,11,3
2014-06-18,461000.0,3,3.25,2770,6278.0,2.0,0,0,3,9,790,2006,0,98056,47.5228,-122.199,1900,7349,Newcastle,2014,6,18
2014-05-19,215000.0,2,2.25,1610,2040.0,2.0,0,0,4,7,0,1979,0,98056,47.518,-122.194,1950,2025,Newcastle,2014,5,19
2014-09-04,335000.0,2,1.75,1030,1066.0,2.0,0,0,3,7,265,2006,0,98136,47.5394,-122.387,1030,1106,Seattle,2014,9,4
2014-05-22,243500.0,4,2.5,1980,7403.0,2.0,0,0,3,7,0,1988,0,98023,47.2897,-122.372,1980,7510,Federal Way,2014,5,22
2015-03-11,1099880.0,5,2.75,3520,6353.0,2.0,0,0,4,10,0,2001,0,98199,47.6506,-122.391,2520,6250,Seattle,2015,3,11
2015-02-26,153000.0,3,1.0,1200,10500.0,1.0,0,0,3,7,0,1962,0,98023,47.322,-122.351,1350,10500,Federal Way,2015,2,26
2014-07-25,430000.0,3,1.5,1580,5000.0,1.0,0,0,3,8,290,1939,0,98117,47.687,-122.386,1570,4500,Seattle,2014,7,25
2014-12-23,700000.0,3,1.5,1580,5000.0,1.0,0,0,3,8,290,1939,0,98117,47.687,-122.386,1570,4500,Seattle,2014,12,23
2014-09-08,905000.0,4,2.5,3300,10250.0,1.0,0,0,3,7,910,1946,1991,98040,47.5873,-122.249,1950,6045,Mercer Island,2014,9,8
2015-03-30,247500.0,3,1.75,1960,15681.0,1.0,0,0,3,7,0,1967,0,98032,47.3576,-122.277,1750,15616,Auburn,2015,3,30
2014-09-12,199000.0,4,1.5,1160,6400.0,1.0,0,0,4,7,0,1975,0,98023,47.3036,-122.378,1160,6400,Federal Way,2014,9,12
2014-07-11,314000.0,3,1.75,1810,41800.0,1.0,0,0,5,7,600,1980,0,98038,47.4109,-121.958,1650,135036,Maple Valley,2014,7,11
2014-05-16,437500.0,3,2.5,2320,36847.0,2.0,0,2,3,9,0,1992,0,98045,47.4838,-121.714,2550,35065,North Bend,2014,5,16
2014-06-11,850830.0,3,2.5,2070,13241.0,1.5,0,0,5,9,800,1910,0,98102,47.6415,-122.315,2200,4500,Seattle,2014,6,11
2014-10-27,555000.0,3,2.0,1980,3478.0,1.5,0,0,4,7,540,1929,0,98117,47.6775,-122.372,1610,3478,Seattle,2014,10,27
2014-12-12,699950.0,3,2.25,2190,107593.0,2.0,0,0,4,8,0,1983,0,98077,47.7731,-122.08,2570,47777,Woodinville,2014,12,12
2014-10-07,1088000.0,3,2.5,2920,8113.0,2.0,0,0,3,8,0,1950,2010,98004,47.5814,-122.196,2370,8113,Bellevue,2014,10,7
2014-09-24,290000.0,3,1.0,1210,33919.0,1.0,0,0,3,7,0,1954,0,98058,47.4375,-122.184,1640,14910,Renton,2014,9,24
2015-04-02,375000.0,3,2.5,2340,10005.0,1.0,0,0,4,8,880,1978,0,98058,47.4431,-122.133,2250,8162,Renton,2015,4,2
2014-05-23,460000.0,3,1.0,1670,4005.0,1.5,0,0,4,7,500,1939,0,98117,47.6878,-122.38,1240,4005,Seattle,2014,5,23
2015-03-05,680000.0,4,2.5,3140,28037.0,2.0,0,0,4,10,0,1991,0,98077,47.7304,-122.082,2990,35001,Woodinville,2015,3,5
2014-08-27,470000.0,5,1.75,2030,12342.0,2.0,0,0,4,7,0,1942,0,98052,47.6417,-122.109,2500,9433,Redmond,2014,8,27
2014-07-25,597750.0,4,2.5,2310,9624.0,2.0,0,0,3,8,0,1984,0,98027,47.5386,-122.053,1940,9636,Issaquah,2014,7,25
2015-03-04,570000.0,3,1.75,1260,3328.0,1.0,0,0,5,6,560,1905,0,98103,47.6823,-122.349,1380,3536,Seattle,2015,3,4
2014-09-16,272500.0,3,1.75,1540,12600.0,1.0,0,0,4,7,380,1980,0,98038,47.3624,-122.031,1540,11656,Maple Valley,2014,9,16
2014-11-24,329950.0,3,1.75,2080,5969.0,1.0,0,2,3,7,1000,1971,0,98108,47.5474,-122.295,2090,5500,Seattle,2014,11,24
2014-10-28,480000.0,4,2.5,3230,16171.0,2.0,0,3,3,9,710,2001,0,98001,47.3183,-122.253,2640,8517,Auburn,2014,10,28
2014-11-21,740500.0,3,3.5,4380,6350.0,2.0,0,0,3,8,1600,1900,1999,98117,47.6981,-122.368,1830,6350,Seattle,2014,11,21
2014-06-26,518500.0,3,3.5,1590,1102.0,3.0,0,0,3,8,0,2010,0,98103,47.6824,-122.347,1620,3166,Seattle,2014,6,26
2014-06-23,205425.0,2,1.0,880,6780.0,1.0,0,0,4,6,0,1945,0,98178,47.5009,-122.248,1190,6780,Seattle,2014,6,23
2015-01-08,171800.0,4,2.0,1570,9600.0,1.0,0,0,3,6,0,1950,0,98168,47.4965,-122.303,1880,9000,Burien,2015,1,8
2015-05-11,535000.0,4,1.0,1610,2982.0,1.5,0,0,4,7,0,1925,0,98144,47.587,-122.294,1610,4040,Seattle,2015,5,11
2015-01-02,660000.0,3,2.5,2400,6474.0,1.0,0,2,3,8,840,1964,0,98177,47.7728,-122.386,2340,10856,Seattle,2015,1,2
2014-11-19,391500.0,3,2.0,1450,9132.0,1.0,0,0,3,7,0,1987,0,98034,47.7288,-122.226,1580,9104,Kirkland,2014,11,19
2015-04-06,395000.0,2,1.0,770,6000.0,1.0,0,0,3,6,0,1953,0,98117,47.6999,-122.364,1710,6000,Seattle,2015,4,6
2014-11-04,445000.0,4,1.75,2100,4400.0,1.5,0,0,5,7,380,1924,0,98118,47.5299,-122.266,1850,4400,Seattle,2014,11,4
2014-06-18,770000.0,3,2.25,2910,10204.0,2.0,0,0,3,9,0,1990,0,98052,47.6897,-122.098,2700,13992,Redmond,2014,6,18
2015-03-02,1450000.0,4,2.75,2750,17789.0,1.5,0,0,3,8,770,1914,1992,98004,47.6141,-122.212,3060,11275,Bellevue,2015,3,2
2014-07-17,445000.0,3,2.25,2100,8201.0,1.0,0,2,3,8,480,1967,0,98178,47.5091,-122.244,2660,8712,Seattle,2014,7,17
2014-07-17,260000.0,4,2.25,2160,8811.0,1.0,0,0,3,8,800,1978,0,98023,47.3129,-122.39,2090,8400,Federal Way,2014,7,17
2014-06-13,822500.0,5,3.5,2320,4960.0,2.0,0,0,5,7,600,1926,0,98103,47.6763,-122.352,1700,4960,Seattle,2014,6,13
2015-04-06,430000.0,4,2.5,2070,4310.0,2.0,0,0,3,7,0,2004,0,98065,47.5319,-121.85,1970,3748,Snoqualmie,2015,4,6
2015-01-05,212000.0,3,1.75,1060,7875.0,1.0,0,0,4,7,0,1986,0,98092,47.2761,-122.152,1420,7680,Auburn,2015,1,5
2015-04-28,660500.0,4,2.25,2010,9603.0,1.0,0,0,3,8,570,1986,0,98027,47.5343,-122.054,2060,9793,Issaquah,2015,4,28
2014-06-12,784000.0,3,3.5,3950,111078.0,1.5,0,0,3,9,1490,1989,0,98052,47.697,-122.072,2480,88500,Redmond,2014,6,12
2014-05-12,453246.0,3,2.5,2010,2287.0,2.0,0,0,3,8,620,2014,0,98029,47.5517,-121.998,1690,1662,Issaquah,2014,5,12
2015-01-26,675000.0,4,3.5,2140,2278.0,3.0,0,0,3,9,0,2005,0,98107,47.6734,-122.38,1540,2285,Seattle,2015,1,26
2014-08-13,199000.0,3,1.75,1320,17390.0,1.0,0,0,4,7,0,1956,0,98003,47.3257,-122.296,1550,19265,Federal Way,2014,8,13
2014-08-05,220000.0,4,1.75,2020,7840.0,1.0,0,0,3,7,1010,1968,0,98003,47.3309,-122.299,1750,8140,Federal Way,2014,8,5
2014-05-29,452000.0,4,2.25,2590,10002.0,1.0,0,0,4,8,1250,1968,0,98028,47.7689,-122.266,1550,10436,Kenmore,2014,5,29
2014-07-07,382500.0,2,1.0,1190,4440.0,1.0,0,0,3,6,0,1981,0,98125,47.7135,-122.287,1060,5715,Seattle,2014,7,7
2014-05-07,519950.0,3,2.25,1170,1249.0,3.0,0,0,3,8,0,2014,0,98107,47.6722,-122.381,1350,1310,Seattle,2014,5,7
2014-06-27,665000.0,2,1.0,1110,3200.0,1.0,0,0,3,7,0,1925,0,98119,47.6338,-122.358,1170,3600,Seattle,2014,6,27
2014-07-08,527700.0,5,2.5,2820,9375.0,1.0,0,0,4,8,1270,1968,0,98006,47.5707,-122.128,2820,9375,Bellevue,2014,7,8
2015-05-08,205000.0,3,1.0,1610,8579.0,1.0,0,0,4,7,600,1962,0,98058,47.4563,-122.171,1610,8579,Renton,2015,5,8
2015-04-15,420000.0,3,1.0,1060,8097.0,1.0,0,0,4,7,120,1923,0,98133,47.7144,-122.351,1560,7940,Seattle,2015,4,15
2015-02-27,500000.0,4,2.25,2030,8517.0,1.0,0,0,4,8,650,1961,0,98006,47.5495,-122.174,2230,8824,Bellevue,2015,2,27
2014-12-03,921500.0,4,2.5,3670,315374.0,2.0,0,0,4,9,0,1994,0,98077,47.7421,-122.026,2840,87991,Woodinville,2014,12,3
2014-06-25,890000.0,4,1.0,2550,4000.0,2.0,0,0,3,8,180,1905,0,98109,47.6354,-122.353,2200,4000,Seattle,2014,6,25
2014-08-06,430000.0,2,2.5,2420,60984.0,2.0,0,0,3,7,0,2007,0,98027,47.5262,-121.943,1940,193842,Issaquah,2014,8,6
2014-10-30,258000.0,5,2.0,2260,12500.0,1.0,0,0,4,8,1130,1960,0,98032,47.3887,-122.286,1360,18000,Auburn,2014,10,30
2014-11-04,511000.0,3,1.0,1430,3455.0,1.0,0,0,3,7,450,1947,0,98103,47.6873,-122.336,1450,4599,Seattle,2014,11,4
2014-08-20,532170.0,3,2.0,1360,3090.0,2.0,0,0,3,8,0,1990,0,98103,47.6838,-122.353,1500,3090,Seattle,2014,8,20
2015-04-09,560000.0,3,1.0,1110,5000.0,1.5,0,0,3,7,0,1947,0,98107,47.655,-122.359,1420,5000,Seattle,2015,4,9
2015-03-31,282950.0,3,1.0,1250,8200.0,1.0,0,0,4,7,0,1954,0,98003,47.3255,-122.304,1680,8633,Federal Way,2015,3,31
2015-04-01,2250000.0,4,3.25,5180,19850.0,2.0,0,3,3,12,1640,2006,0,98006,47.562,-122.162,3160,9750,Bellevue,2015,4,1
2014-05-16,350000.0,1,1.0,700,5100.0,1.0,0,0,3,7,0,1942,0,98115,47.679,-122.3,1010,5100,Seattle,2014,5,16
2014-07-28,215000.0,3,1.0,1180,7669.0,1.0,0,0,4,7,0,1967,0,98058,47.4479,-122.176,1190,7669,Renton,2014,7,28
2014-11-20,650000.0,5,3.5,3960,25245.0,2.0,0,0,3,9,1460,1996,0,98056,47.525,-122.172,2640,13675,Newcastle,2014,11,20
2014-08-07,320000.0,4,2.75,2640,7500.0,1.0,0,0,3,8,1020,1967,0,98023,47.3135,-122.369,1980,7875,Federal Way,2014,8,7
2014-11-13,247000.0,3,2.0,1270,7198.0,1.5,0,0,3,7,0,1916,2013,98022,47.2086,-121.996,1160,7198,Enumclaw,2014,11,13
2014-10-03,320000.0,4,1.75,1760,11180.0,1.0,0,0,4,8,0,1968,0,98059,47.4715,-122.118,1730,11180,Renton,2014,10,3
2014-05-07,255000.0,5,2.25,2060,8632.0,1.0,0,0,3,7,1030,1962,0,98146,47.4877,-122.335,1010,11680,Seattle,2014,5,7
2015-03-09,438000.0,3,1.75,1780,9660.0,1.0,0,0,3,7,0,1962,0,98034,47.7171,-122.193,1200,9660,Kirkland,2015,3,9
2015-03-04,900000.0,3,2.5,3400,16603.0,2.0,0,0,3,10,0,2000,0,98075,47.6012,-122.023,3400,12601,Sammamish,2015,3,4
2014-06-20,441000.0,3,2.75,1910,7280.0,1.0,0,0,3,7,750,1979,0,98034,47.7319,-122.224,1710,8152,Kirkland,2014,6,20
2014-08-12,420000.0,3,2.0,2020,38332.0,1.0,0,0,4,7,1010,1975,0,98027,47.4582,-122.023,2110,36590,Issaquah,2014,8,12
2014-12-08,370000.0,3,1.75,1580,7000.0,1.0,0,0,3,7,400,1976,0,98034,47.7209,-122.168,1640,7500,Kirkland,2014,12,8
2015-02-19,269950.0,2,1.75,1340,7250.0,1.0,0,0,5,5,640,1949,0,98198,47.408,-122.327,1830,9750,Des Moines,2015,2,19
2015-03-24,807100.0,4,2.5,2680,4499.0,2.0,0,0,3,9,0,1999,0,98006,47.565,-122.125,2920,4500,Bellevue,2015,3,24
2014-06-05,653000.0,3,2.5,2680,9750.0,1.0,0,0,4,8,1070,1979,0,98034,47.7028,-122.231,2480,8750,Kirkland,2014,6,5
2014-06-11,371500.0,3,2.0,1370,8336.0,1.0,0,0,5,7,0,1964,0,98133,47.7458,-122.331,1770,7288,Seattle,2014,6,11
2015-03-16,284000.0,3,1.75,1560,21000.0,1.0,0,0,3,7,0,1954,0,98166,47.4776,-122.337,1070,7920,Normandy Park,2015,3,16
2015-01-02,272000.0,3,1.75,2160,7140.0,1.0,0,0,4,7,490,1978,0,98023,47.3026,-122.374,1930,7350,Federal Way,2015,1,2
2014-05-02,313000.0,3,1.5,1340,7912.0,1.5,0,0,3,7,0,1955,0,98133,47.7658,-122.339,1480,7940,Seattle,2014,5,2
2015-01-16,917500.0,4,2.5,3880,35003.0,2.0,0,0,3,10,1310,1984,0,98033,47.6477,-122.182,3740,35230,Kirkland,2015,1,16
2014-09-29,673000.0,4,2.25,2590,8190.0,2.0,0,0,4,8,0,1980,0,98006,47.5619,-122.125,2260,8335,Bellevue,2014,9,29
2015-02-10,425000.0,3,2.5,1120,1100.0,2.0,0,0,3,8,300,2008,0,98122,47.6106,-122.31,1590,1795,Seattle,2015,2,10
2014-07-09,399950.0,5,2.75,1970,5400.0,1.0,0,0,3,7,650,1986,0,98144,47.5868,-122.308,1280,2150,Seattle,2014,7,9
2014-05-30,385000.0,3,1.0,1220,4800.0,1.0,0,0,3,6,0,1901,0,98122,47.6101,-122.307,1200,4800,Seattle,2014,5,30
2014-11-17,269950.0,3,1.5,1950,7560.0,1.0,0,2,4,7,630,1975,0,98022,47.1976,-121.999,1950,8941,Enumclaw,2014,11,17
2015-01-07,330000.0,2,1.0,1350,8220.0,1.0,0,0,3,7,290,1949,0,98177,47.7224,-122.358,1540,8280,Seattle,2015,1,7
2014-07-25,260000.0,3,2.5,1670,5797.0,2.0,0,0,3,7,0,1988,0,98030,47.3505,-122.179,1670,6183,Kent,2014,7,25
